file_id,prob0,prob1,prob2,prob3,prob4,prob5,prob6,prob7
1,0.0032886261959292618,0.0018168238635456126,0.8567573170505454,0.046268142646802186,0.0019203983209114127,0.007398762715581977,0.0276442646021747,0.05490570034401333
2,0.8363591739840849,0.00104876058674536,0.004216426648933101,0.0018412452372194217,0.0009720671527768149,0.028236104927242708,0.01322672669412803,0.11409950187020423
3,0.997851949426504,7.310755539222145e-05,0.00037337520177395584,0.00011995729846966904,3.628985975280111e-05,0.0003973921212570151,0.00018528394676625148,0.0009626545836118035
4,0.04402519954568428,0.004458121780095964,0.03064228301275876,0.06962706764761112,0.006927102986773336,0.06548541982179162,0.29638581360268024,0.4824489790297499
5,0.9922886549894558,0.0001929437657952112,0.001320217489027404,0.0006965658153457481,0.00010848655034300701,0.0019856725416721836,0.0004009660047881746,0.003006477978791105
6,0.003286947120030443,0.0015004278225205728,0.00669522490036412,0.0010604693385807417,0.00020629618572276466,0.9812801683119536,0.0024200105066673654,0.003550462609904842
7,0.0003754309868983146,0.0003353006332449142,0.0005574394711445095,0.8212901196224995,0.001224511838094398,0.017564451077370244,0.0010878046296046284,0.15756493167121813
8,0.9087391215212919,0.00308782627727136,0.022291672905200333,0.0024179253425555933,0.0006629768564239023,0.03169848951855148,0.007321028043229412,0.023780970071062647
9,0.6584564761913344,0.0019969527003216633,0.0074076341122480665,0.006996885162640565,0.0012407566497984342,0.10821798435891603,0.06412717463850012,0.1515561635438415
10,0.5495667828612295,0.006240108721277531,0.08267928308927075,0.012845134459456797,0.002412447572532285,0.04673770195527076,0.03925675374433443,0.2602617775849103
11,0.003218921745759956,0.0012072290893483846,0.0019301705477800986,0.0010391341017835292,0.00016539850655210086,0.9816417759259624,0.0010038161758309158,0.009793577481085367
12,0.9620874779324685,0.0019721563630266557,0.016688027650467945,0.0007749388849661236,0.0002034334216891407,0.006562383704144392,0.0015964203231306861,0.010115153993039415
13,0.9957227311625964,0.0002272024189422258,0.0006457645514500661,0.00037122447406043833,0.00013947056388727318,0.0019121455466781913,0.00029379741101444843,0.0006876922330537964
14,0.9362004314839544,0.001420244487288655,0.038586386401234254,0.003370722178274413,0.0005365471281439535,0.007912384563319177,0.0021286729072213647,0.009844577701300861
15,0.9682917717226642,0.0006186610059711328,0.016914822808187457,0.0010202239670778202,0.0004581109815541618,0.0020840879705145005,0.0021900049328188046,0.008422351390289415
16,0.99693332952585,0.00011705640077413218,0.0001755991023134456,0.0005250095707203931,9.075359047975315e-05,0.0010030151148040342,0.0005778597174030747,0.0005773790585789881
17,0.0002525805329063806,0.00024631665781536387,0.0021134824721833548,0.007844194264699199,0.0004888865707628105,0.9687986181236194,0.0017736116882656348,0.018482298964986116
18,0.9834319517791634,0.0007729994884078457,0.0012310861283401572,0.0011829241906600291,0.0002088412403219573,0.006342465738011176,0.00197530548974274,0.004854412543038806
19,0.9821866800433718,0.0005767255881624245,0.006922883011619035,0.0005749132815546693,0.00021355802419631642,0.002969144069193531,0.001519808172543313,0.005036301007946119
20,0.9988612121046321,4.060520085816945e-05,0.00017044364017350947,9.087470968014661e-05,2.9517993319272622e-05,0.00031195823747001044,0.00013838966313346044,0.00035699324842347347
21,0.9928192572534046,0.0004900731721378488,0.0008599574959890148,0.0002563476447005633,0.00011589361047909362,0.0018183841187605953,0.00039726416254017054,0.003242819238703417
22,0.00152579535219639,0.0014494219440699529,0.004401697045315204,0.0830283965160163,0.0014000264740823757,0.016052618771035497,0.5590046460917499,0.33313740933065117
23,0.007726622895322369,0.0010910262649531008,0.8361239698040136,0.0037323552613318404,0.0010281075972660818,0.026466659276642032,0.008387945520480757,0.11544334428825825
24,0.9826462286314914,0.0007749208310902915,0.006746887451694775,0.0011291038127564683,0.00017518403844695574,0.005258632548269488,0.00048082800671361646,0.0027882113471482924
25,0.0009321633442382815,0.00013787444715415725,0.0028289463359556883,0.00026530333459369546,7.50938088663184e-05,0.9943480253516886,0.00020530213189074193,0.0012072858686798383
26,0.00024730506980756524,7.696275964374225e-05,0.00037778084279231974,0.000367920934943836,8.146856989441523e-05,0.996359274807827,0.0013095284313212156,0.001179741245162876
27,0.0016250030761128667,0.001103686996212223,0.010587613897923962,0.0013199209368148607,0.0002552189702786775,0.9785872160917812,0.002528046626909893,0.003993295019228924
28,0.9669601855405203,0.0016534518185585896,0.002904058286648955,0.0034145390153135866,0.000931795000032626,0.008380979990508134,0.0023388276435149778,0.01341617294945121
29,0.002531582108832856,0.0005118222060466,0.0006578389618767662,0.0031840017439705767,0.00023925803256681966,0.0024418091830561116,0.07561721018677485,0.9148164759761648
30,0.00035022917241908625,0.00030610700405726637,0.000494062719068388,0.8305966866550423,0.003324616049015066,0.02172429076686364,0.0007499833748778289,0.1424540156730264
31,0.00043772207015607846,3.6863055871925965e-05,0.9976132367522585,8.582464312265325e-05,3.1539068310424365e-05,0.001261876288964088,8.854126167586828e-05,0.0004443756975177559
32,0.0014796626383463177,0.0003223561254265896,0.0008282894349599064,0.0004302406902289181,0.00012189009674493697,0.9924361195561835,0.0020179174092880103,0.0023635115996582224
33,0.9963542857570215,0.0001893448985286683,0.0012323749072201914,0.00016945193634580638,9.25577278740779e-05,0.00034616204703327475,0.00021202853995433998,0.0014037578498898493
34,0.0003236714223869696,0.00034676850622690275,0.00046561905585038347,0.876499567124691,0.0012858051835238369,0.03406385250717264,0.000741386488132141,0.08627336214823528
35,0.0015921608454941712,0.0013984419173019437,0.0091628937684483,0.0012156807790083607,0.00021689980036359823,0.9802613454770541,0.002323561656493071,0.0038289965327564456
36,0.7035759696046524,0.002881346839219894,0.005455724625110469,0.007317582888131575,0.0023997467642526823,0.20500014671453404,0.03641930824427684,0.036950172457176945
37,0.0010111499112639187,0.0010394405833864476,0.007789471713910049,0.10108209401119092,0.01921738307311041,0.007788643968942875,0.007700675480932846,0.854371110116164
38,0.9982157969994256,7.904723718959514e-05,0.000359057682660759,0.0001539850993129336,3.716512996517807e-05,0.0003430279805763044,0.0001485507508834257,0.0006633640595574655
39,0.9722024672891045,0.0005896107141723142,0.001499101657909951,0.0011149780251114214,0.00040383639830880193,0.011871989354427796,0.0013792405085770053,0.01093874712318069
40,0.0007453157260782666,0.00041845506832033103,0.0018333999108762025,0.0009773150155985733,0.00025167485584437824,0.987760523568814,0.002089429594998608,0.005923895427176203
41,0.9512206874823208,0.0016268441462181284,0.007313733997226422,0.0016039593244178063,0.0004974930848092063,0.006755543382393244,0.011015625275091112,0.01996610841807964
42,0.9945198442142259,0.00021204563250322772,0.0032457805931573715,0.00019770930817152954,0.00010231566957970177,0.00043719551453987135,0.0002625447911054817,0.0010225827649253149
43,0.0003671923365969188,0.0003585637561127882,0.0009959720785485927,0.8814466725921617,0.001979625719644116,0.048157188119094696,0.0022275631989743605,0.064467186779505
44,0.00027878716281521494,0.0003244191491005519,0.0007916349346096163,0.0002424726978785749,7.297921033727323e-05,0.9934109594030185,0.0017964746866292029,0.0030822803080551614
45,0.9966403608498278,0.00011632538306442296,0.0007248539850966385,0.00016186765693040344,9.206430074795209e-05,0.0005101192436628806,0.00048205427500468476,0.0012723361812548499
46,0.02700731626674018,0.007231665319069521,0.053543307895100846,0.01989542753260378,0.0028864398584603685,0.09915970595868315,0.1459581408302763,0.6443179805065821
47,0.8478354374570276,0.0018405962647982442,0.0073487218597927065,0.0020074156840134286,0.00042633200143528903,0.09734151094813531,0.002747407077214943,0.040452547100822675
48,0.0222702584960972,0.003381331893141178,0.0064126884368786215,0.0010909977933582686,0.00031823794702446083,0.9577435448215084,0.0035370676029249037,0.005245865529382469
49,0.00024770975414419987,0.0001906554489739121,0.002597512810210097,0.008325471266021017,0.00028999596077152465,0.8322859185981242,0.1348849082100344,0.021177830687480685
50,0.00037634921866873546,0.00031586616985858134,0.0005322906254327046,0.8580121152040991,0.0019172820642275586,0.05795304504315023,0.0007533108332515475,0.08013974421735587
51,0.9984138982036531,4.8899208449300146e-05,0.00034905069257261606,7.619722598473848e-05,3.3039955491842704e-05,0.00034734568865472937,0.00016659916422716073,0.0005649339613914672
52,0.1277086397782513,0.00797379992361769,0.030138132449774827,0.021707550292069507,0.004503905099164278,0.052166751426064306,0.5188383435358495,0.23696286003291042
53,0.008185267743769778,0.0016372004003561641,0.01980076527930752,0.542368623921823,0.0009290979450096579,0.3165753087842751,0.006479400930208206,0.10402432981476886
54,0.9888220435931769,0.000319643236973879,0.004747787586784022,0.0006964641017959643,8.400603487366532e-05,0.0018996246229526096,0.0003759174666900461,0.00305449539968952
55,0.0026236026264262677,7.7521945660649e-05,0.9953609599714139,0.00016099549034723432,5.7453664125026166e-05,0.000685460578428208,0.00012678335772648276,0.0009072407085613106
56,0.0014864610505100494,0.0011987391575481526,0.0052615411770280795,0.04502120678942578,0.0058525259854842705,0.2722486637851482,0.011455312802618153,0.6574755716621867
57,0.0005383143200022706,0.00047505384327935934,0.001396424950871389,0.0009327282396420876,0.00030815777921703864,0.9853530426511495,0.0017947024591244394,0.009201593742881115
58,0.0033135904578846702,0.00018775722833312838,0.00024156190506054607,0.0005451633915099603,0.00016984866643913663,0.9940207913374474,0.00036586959324431983,0.0011554252781151022
59,0.8956951559828579,0.002439197930042554,0.01481588359168331,0.0030251026923874495,0.0008743395373811784,0.04027528110590097,0.009552427692475524,0.033322632771274806
60,0.004151959745224481,0.00028291154115910527,0.0009137984801059672,0.00035477932763493367,0.00010832405005505323,0.9902571800982134,0.0005586659043849729,0.003372378604951219
61,0.00045006223843232595,3.5618795774549104e-05,0.9972753301551065,8.227100876670925e-05,3.060705903248741e-05,0.0014621686196140122,9.76972048356313e-05,0.0005662726234654299
62,0.9913354298763062,0.000310322296152264,0.001356483716199531,0.0004640370368283748,0.00018402265628072325,0.0008290827568846296,0.001212789533845383,0.004307812380554011
63,0.0031113236859000013,0.0007420278346099229,0.0009832784313990079,0.0062594337908019,0.0003242300409161084,0.0032483960020048726,0.4142461297118102,0.5710852017483542
64,0.9462376730262199,0.000346379770341141,0.0028363832791898267,0.0019510964760148537,0.00027725613465101633,0.010774636981490424,0.001367028613967933,0.036209541148823424
65,0.9984960334949622,0.0002696815555996815,0.00034681103241001503,0.00011128338690155167,5.6172086492630756e-05,0.00019954299151620335,0.00021025707112638282,0.0003102123674123098
66,0.0009029384298720707,0.00011737501902892958,0.0031224716264717104,0.0002868626814637202,6.990033985667628e-05,0.9941012376400068,0.0002099970458068836,0.00118924436409109
67,0.9590561564276523,0.0012448722447682664,0.0078169452577846,0.0013200983801219131,0.000322339798719621,0.02130904365002289,0.002242667179582103,0.0066878734815772455
